id,user_id,movie_id,rating,m1_hat,m2_hat,m3_hat,m4_hat,m5_hat,m6_hat,m7_hat,m8_hat,m9_hat
295,6,77,5,4.1875,4.14285714286,4.24444444444,4.03554416859,4.00206202573,4.07825250192,3.88358833718,3.86126690861,3.9120605594
298,6,83,4,2.84,3.11111111111,2.875,3.02491916859,3.22825250192,3.05116916859,3.20983833718,3.34539389274,3.22733833718
312,7,17,5,4.35135135135,4.32352941176,4.36842105263,4.1584326821,4.13756622741,4.17123495806,3.96551401286,3.95160304306,3.9740488635
316,7,25,4,4.03448275862,4.03571428571,4.32258064516,3.92078123756,3.92170488288,4.13685465246,3.80707971649,3.80769548004,3.95112865976
318,7,30,2,1.78947368421,1.86111111111,1.97222222222,2.23702443175,2.29075250192,2.37408583526,2.68457517929,2.72039389274,2.77594944829
340,7,67,5,4.0,3.85714285714,4.0625,3.89491916859,3.78777631145,3.94179416859,3.78983833718,3.71840976575,3.82108833718
344,7,79,4,3.24,3.0,3.07692307692,3.32491916859,3.14491916859,3.20261147628,3.40983833718,3.28983833718,3.32829987564
346,7,83,3,2.75862068966,2.96428571429,2.84,2.96388468583,3.11813345431,3.02491916859,3.16914868201,3.27198119433,3.20983833718
348,7,87,5,4.48717948718,4.57575757576,4.46153846154,4.26030378398,4.32673735041,4.24107301475,4.03342808077,4.07771712506,4.02060756795
352,7,100,2,2.21621621622,2.48717948718,2.14705882353,2.55708133075,2.76030378398,2.50521328624,2.89794644529,3.03342808077,2.86336774895
356,8,7,5,4.24,4.14285714286,4.12,4.07491916859,4.00206202573,3.98491916859,3.90983833718,3.86126690861,3.84983833718
359,8,11,2,2.56,2.84615384615,2.625,2.81491916859,3.02953455321,2.86366916859,3.06983833718,3.21291526026,3.10233833718
368,8,26,4,3.71428571429,3.47368421053,3.83333333333,3.68063345431,3.50018232649,3.76991916859,3.64698119433,3.52668044245,3.70650500385
373,8,38,5,3.80952380952,3.52631578947,4.0,3.75206202573,3.5396560107,3.89491916859,3.69460024194,3.55299623192,3.78983833718
390,8,65,4,3.68181818182,3.61111111111,3.85714285714,3.65628280495,3.60325250192,3.78777631145,3.63074742809,3.59539389274,3.71840976575
394,8,71,2,2.66666666667,3.54545454545,2.71428571429,2.89491916859,3.55401007768,2.93063345431,3.12317167052,3.56256560991,3.14698119433
412,8,96,4,4.6,4.33333333333,4.27272727273,4.34491916859,4.14491916859,4.09946462314,4.08983833718,3.95650500385,3.92620197355
415,9,1,1,3.57142857143,4.55555555556,3.66666666667,3.57349059716,4.31158583526,3.64491916859,3.5755526229,4.06761611496,3.62317167052
431,9,37,4,4.07894736842,3.52941176471,4.19444444444,3.95412969491,3.54197799212,4.04075250192,3.82931202139,3.55454421954,3.8870605594
434,9,41,1,2.29411764706,2.8,2.37142857143,2.61550740389,2.99491916859,2.67349059716,2.93689716071,3.18983833718,2.9755526229
439,9,51,1,3.75,4.63636363636,3.5,3.70741916859,4.37219189586,3.51991916859,3.66483833718,4.10802015536,3.53983833718
444,9,58,5,4.125,3.65,3.94444444444,3.98866916859,3.63241916859,3.85325250192,3.85233833718,3.61483833718,3.7620605594
464,9,96,4,4.6,3.92307692308,4.4,4.34491916859,3.8372268609,4.19491916859,4.08983833718,3.75137679872,3.98983833718
483,10,31,1,2.8,3.34782608696,2.85714285714,2.99491916859,3.40578873381,3.03777631145,3.18983833718,3.46375138066,3.21840976575
486,10,36,3,4.52380952381,4.13636363636,4.55,4.28777631145,3.99719189586,4.30741916859,4.05174309909,3.85802015536,4.06483833718
490,10,43,2,3.12,3.60869565217,3.0,3.23491916859,3.60144090772,3.14491916859,3.34983833718,3.59418616327,3.28983833718
492,10,48,4,4.5,3.66666666667,4.53846153846,4.26991916859,3.64491916859,4.29876532244,4.03983833718,3.62317167052,4.05906910641
504,10,67,4,4.0,3.31818181818,4.03448275862,3.89491916859,3.38355553223,3.92078123756,3.78983833718,3.44892924627,3.80707971649
511,10,78,4,4.35135135135,4.17857142857,4.36842105263,4.1584326821,4.02884774002,4.17123495806,3.96551401286,3.87912405147,3.9740488635
519,10,88,4,4.39285714286,4.0,4.37931034483,4.18956202573,3.89491916859,4.17940192721,3.98626690861,3.78983833718,3.9794935096
